labels	text
0	I think this is Partly True/Partly False because if you look at 1960 #24 the temperature is 84.56 F. Then in 1968 it decreases #14 to 83.75 F. So far its true but then in 1988 #5 it increases to 85.59 F and it really just keeps this process going over and over.
1	The claim is false because I sorted it lowest to highest temperature and the caterpillars was yes, all in one group, but they kept going back 'n' forth. Caterpillar, chrysalis, then back to caterpillars. So therefore the caterpillars will form into papa at different rates in different temperature, however, it changes groups in the same temperature!For instance, 59.36 is in the caterpillar bunch, but, the papa is in 59.54.So maybe temperatures could support faster growth, however, due to the continuous changing i believe that this statement is also incorrect. That is why the statement is partly true, and partly false.
0	I think its true because it depends on the weather.And if is hot or cold 
1	I believe that the sand temperature affects whether leatherback eggs hatch as male or female and here's why. because the lower 80s are mostly male the middle temp. 80s are a good mix, and the high 80s are mostly female.
0	I know the claim is partly true and partly false. I know this because The hot sand produces females and cold sand produces male turtles. the partly part is because in the middle of the graph, it's a mix of male, and female babies. I sorted it this way because the question was on the temperature of sand.
1	I think this is true because if you look at the temperatures 84 degrees and up are all females and if you look at the male temperatures they are all 86 and under.
0	It is true because the temp. is just like the other female temp. so that is why I think it is true.
0	I think this claim is false. I think that because it is all around the same number. I think that because in almost all the numbers are 85 degrees  for example 17 out of 29 are 85 degrees. Another reason I think this is because the temperature goes down by like 1 degree and then it goes back up. for example it goes down to 84 degrees and then goes back up to 85 degrees.in conclusion i think this claim is false
0	i dont know
1	I think the claim is true because the graph shows that the highest temperature shows that the catupiler is in its chrysalis the coldest temperature the butterfly was still a catipiller.
0	because it starts from caterpillar to chrysalis, then it ends with a caterpillar not a butterfly.
0	i think it is true because it said people reached the butterfly so i think it is true if they said they reached the butterfly mexico it has to be in the right temperature not to warm or to cold.
0	The Heights of sand go up and down through the years
1	The caterpillars all went into their pups when the temperature was 59 degrees (F) or higher.
0	The temperature of the sand shouldn't affect the eggs because when you look at your data table you can see there is no clear pattern for the temperatures to prove that there is a way for the temperature to affect whether leatherback eggs are hatch as male or female.
0	I think this claim is false because as you can tell with the years sorted in this order, you can see how the temperatures go up, down, up, down.  I notes that toward the end in the parts the temp raised! I think it's safe to say this claim is false. on the chart, the green circle represents the temp dropping and the blue circle represents the temp rising. these are just two examples of this.
0	Because if its cold the monarch will die because it does not have much fat on it so if will freeze to death
0	lb
1	because the butterfly count goes down a lot ever 1 to 2 years
1	when outside it  chrysalis's faster and it's warmer outside
0	because there are no data that the monarch butterfly has stayed in one place for many times in a row. it did not come back in 2013 but they did come back in 2014. so it is false they did not stay in on place for a while
1	In 1968 the temperature was 83.75 and in 2002 the temperature was 86.72 so it was going higher
1	I think the claim is true because outside it is 56.84 degrees  and the butterfly is in the caterpillar stage. The other one says that it is 59.54 degrees and the butterfly in in it's chrysallis stage.
1	If a monarch butter was in a cold temperature area it would take longer because its to cold but if it was really warm the process would go quicker.
1	Why I think it is false is pretty simple. If you look at the table or diagram then it shows in 1960 the temputare of the sand was 84.56 degrees F. And then go 2014 the temputuare is 86.16 degrees F. So that would lead me to believe that the temputuare of the sand is increasing not decreasing.
0	i dont know
1	I think this statement is false because I put the temperature in a graph and it seemed to be increasing.
1	The dots on my graph  are all over the place. It goes by the year and count by millions. Some dots are near the bottom and some are near the top. In my chart the numbers range from 33.50 million to 909.50.
1	The temupature since 1860 has been going up until 2000s and started to go down and up.
1	I think that it is false because when it is winter all of the butterfly go to  Mexico. So wen they go there every winter the population will go up.
0	The reason i said it was partly true was because 2006 2005 2007 where about the same but years like 2018 2017 are not the same at all.
1	all the females are at a higher tem like 85 butt the males are lower like 80 but some males are at 85 too and some females are as low as 84
0	They when to know how the left skole goes so they keep track of the butterfly.
0	i think true because in australia they have rain and sun some times and i think that would affect them in australia
0	I think the numbers change depending like how much food threat or the temperature or the breeding.
1	in the year 2016 the temperature was higher than in 1960
1	Because the monarch butterfly in mexico close to this year is dropping, dropping, and rising, it's never stayed in one place like the tens without bumping up a bit.
0	the temperature does affect the life cycle of butterflies according to the evidence on the table.
1	It has not decreased since 1960 it actually risen a little bit. Because, if you look on the chart 1960 the temperature was 84.56 put then in about ten years it dropped down a little bit but then rose back up, In 2002 the temperature was 86.72. It has risen 1.26 in the temperature.
0	I think it is true because if it is cold it is harder for them to turn into a butterfly because it is so cold outside. Another example is if it is really hot outside then it would be hard for the crystal to change because it is so hot.
0	The reason why is because heat can change how will it goes thought it's cycle because it can shell up and it could die in the cold due to the texture drop.
0	I think it is not engine because it do not say that it is
1	I think this claim is true because when the monarch butterfly was outside and the temperature was at 56.84 it was only a caterpillar. But when a different monarch butterfly was also outside at a temperature of 59.54, it was already  in a chrysalis.
1	the butterfly population has gone down in 1996 it was at 909.50 in. 2013 it is at 33.50.
0	The number of butterfly have continuously been going up and down each year some dropping my the millions but the number is always changing each year making me say that this claim is false and that the number of butterflies has stayed the same each year. the lowest the butterfly population has been was in 2013 and the most is has been was in 1996 the numbers are way different than this author said.
0	It goes down and goes up
1	the males are at the bottom and some in the middle, the females are at the top there are three in the middle. Also it said in the beginning that the temperature determines if they are male or female.
0	If you look at the data you will see the data I highlighted their is a Temperature the same and they are Male and Female.
1	It has decreased over the years in 1996 it was 909.50 and in 2013 it was 33.50. It has decreased a lot over the years so that statement is false. it almost went down 890.50
1	The chart clearly shows the population decrease from 909 million to 33 million and maybe it is due to natural causes or something happened  on the way
0	Beaches the heat does not damage it but it could
0	I said it is false because when I looked at the data as the year went higher the temperature moving up. For example, in 1960 the temperature was 84 degrees and in 2014 it was 86 degrees.
0	The claim is false because one Monarch it grew up at 59.54 degrees, and it is in the 3rd stage of growing which is the chrysalis. While a Monarch who grew up in warmer temps at 63.14 degrees is at the same step in there life cycle the chrysalis. And that is why this claim is false
0	you got to save the travel
1	I think it is true because male eggs like the sand cooler then female eggs like the sand .The male eggs like 80 to 85 degrees and female like it 84 to 88 degrees.
0	dot no
0	I think false because I assorted the data table by lowest to highest year and from 1960-2016 the range in temperature stayed within  83-86 it could not be decreasing.
1	The count overall got smaller.
1	I made a graph to show whether the temperature has been decreasing or not and the graph showed me that the weather has been increasing. So, it is false the weather has not been decreasing
0	a male was born i 86.54 temp
0	Because it takes time for it to go through the stages. The temperature could change it maybe a little bit but not a lot for it to change how quick the stages go by.
0	because all the year I saw were all different yes. but, one of the things it showed that in 2002 86.72 for the heat in ('F). it shows that in 1994 in was 85.57  for the heat in ('F.
1	When the temperature is higher the butterfly is turning into a chrysalis and soon the chrysalis is turning into a monarch butterfly.
0	In 2013, the population was 33.50 million, but in 1998, it was almost 30 times that! Not much more to say.
0	i think its true because the temperature affects whether leatherback eggs hack then they will die
0	the reason i think this is false is because marco that not manager come to  main
1	In 1960 the sand temperature was 84.56 and in 2016 the sand temperature was 85.57. So clearly it has not been decreasing it has actually been increasing.
0	On the chart after 1960 it sometimes get higher and sometimes lower.
0	I think its true because in the important data its says the temperature can change if its a girl or boy
1	Every chrysalis tested had a temperature between 59 degrees and 63 degrees. The majority of  the chrysalises were inside.Every caterpillar tested was between 54 and 60 degrees. Most caterpillars were outside. the locations for both were very close between more inside or more outside. Overall, I think it is partially true is because it is true, but the difference in temperature ranges was very small and might not mean anything. Also, the location may or may not have made a difference.
0	this is boring
0	It was warm and it grew and it was cold and it grew the same time.
0	because it says that on the recording page and every year it gets lower
0	I really don't know
0	in 2018 there was 302 and in 1995 there where 630 and in 1996 there was 909 and in 2013 there was 33 so I think that that claim is false.
0	when I sorted the temperatures from lowest to highest the highest temperature was in 2002 so i do not think they have been going down since 1960
0	no because it goes from 85.21 to 86.72 also it keeps going from 84 to 85.
0	i don't know you tell me
0	It is true because from 1993 to 2018 it has stayed very close .The count is off by 9.00 million monarch butterflies.
0	As seen in the chart sample one is shown the highest. If you look underneath it you can see sample number 27 and 26. This shows that the climate of the island has not changed very much. Yes, the last test is showed low but most of the other tests show high temperatures.
1	from different years it goes up and down but It seems that Its increasing than decreasing. In 2002 and up its going up in heat that getting colder in those years so I presently don't  think its decreasing I think its increasing.
0	The years are going up and the temperature is not getting warmer or colder it is staying in the 83.0-87.0 range
0	i think that it is party true and partly false. i think this because even though it is about the same  doesn't mean that it did not drop before.
0	I think it is true because if it hurting the eggs then it will start to hurt the baby turtle inside and that means there might not be anymore turtles after this!
0	I think that the temperature effects how quickly it goes threw its life cycle stages partly true/partly false. Because when it is inside it has no place to do its stages and its temperature is to high or low. Also, It is different when its a chrysalis because, whether inside or outside its about the same temperature either way.
0	i dont know
0	I think its partly true and partly false because some of the male and females have almost the same exact temperature and some of them have lower or higher temperatures so it can be either gender depending on the goodness or the warmth of the sand or the eggs.
0	The number (in millions) goes up every year. that is NOT staying at around the same number.
1	in 1960 the temperature was 84.56, but in 2016 the temperature is 85.57. it is going just a little higher
0	I think its only Party True / Partly False. I think this because if you look at the data you will see mainly in one locations its true about the claim but once you look at both you see that it's its not all true. Because for example #28 and #2 Work then if you look at another pair such as #22 and #26 it doesn't work in the slightest if you compare with the first example.
0	if it was cold it probably not hatch
0	sometimes it did turn into a chrysalis, and sometimes it didn't. Iv'e heard that it depends how much food it has.
0	Because the numbers on the chart.
0	well some years it was decreasing and some years it was getting hotter so i dont know if thats a true fact that ever since 1960 the sand temp has been decreasing
0	Because the temperature has been going up and down since 1960-2016.
0	I don't think it really matters were they are born or what temp it is they will be any gender really think surname has more boys than girl and playa has more girls than boys.
1	One reason why I think that is partly true partly false is if that were true then either 1 or 25 would NOT be the same gender as they are because number 1 (85.80) is only .61 hotter than 25 (85.19). I think it is partly true to because the the data shows Females average 85 and a half maybe more and also shows the Males average 84 and a half so that is why I think that it is partly true and partly false.
0	because they go to mexico in winter
1	The graph provided with the investigation shows that commonly the higher temperature sands normally have hatching female turtles unlike hatching male turtles that do their thing in colder sands. Now in the graph, some male turtles hatch in warmer sands than female hatching turtles but not as often as the other way around. I still stick with my decision with true with my reasons conveniently said and the graph for evidence
1	its not the same. the population has jumped around but has gotten smaller. it slowly gets smaller.
0	it is very important to know understand protect these beautiful  animals
0	the global warming is affecting the sand which makes it to hot
0	because of their ar fewer turtles
0	The weather is not going down. I know that because in 2002 it was just about the same temperature as it was in 2012.
0	in 1960 it was 84.56 (f) then in 2016 it was 85.57 (f). that is why.
0	I thinks it is true because a Leather back  can have male or female. some male and female have temper in there body that makes it feel warm or cold.
1	Most of the chrysalis's are in warmer temps and most of the caterpillars are in cooler temps however, there are a noticeable amount of caterpillars in with  the chrysalis's.
1	I think this is false because the temperatures are around the same number in the 80's.
0	because very one of them are different numbers
1	My claim is that the temperature that a chrysalis is in depends on how fast it grows into an adult because, if the temperature is 50 that is not normal for a butterfly to grow in the average temperature is around 60 degrees Fahrenheit. So if it was 50 degrees it would be below what they are used to so it would grow slower.
0	i think it is false because the sand cant get colder only the water can
0	I think this is partly true and partly false because, when I sorted the data lowest temperature to highest, the lowest temperatures had mostly caterpillars. When I looked at the higher temperatures it had mostly chrysalises.There were still a few caterpillars in the high temperatures so I think this fact is partly true,partly false
0	The temperatures have not been decreasing they have been staying around 85 degrees the coldest its been there is 84 degrees.
1	I think that claim 1 is true because when the sand gets hot its most likely that a female will hatch. So when it gets colder some of the males will be born so what I am saying is whenever the sand gets hot a female comes out. Whenever the sand is cold and warm a male will come out.
0	on the chart it shows that the temperature has decreased and in crested over time making this evidence true
1	because if it is could the cocoon is cold then it might freeze and when i am outside in the winter i do not see cappella's  or butterfly's. In the summer i think it would be much quicker.
0	how it migrated it changes treat the wind
1	Because most of the lower temps. are caterpillars and most of the higher temps. are chrysalis.
0	I think this because some years there very little and some years there was a lot.
0	because in 1996 there was 909 and a half million and in 2013 there is only 33 and a half million
0	it will stay the same because it is warm all year around
1	I think this claim is false because at 1960 it was 84.56. But if you look at my evidence two years after it was 85.10. Through the years the temperature has been getting higher and is not decreasing. Also the temperature got up to 86.72 which has not decreased from 1960. So the temperature of the sand in Rain Island is not decreasing.
0	it might of been decreasing because of the weather
0	Usually, a caterpillar needs its time to hatch into a butterfly. That's whether try to find the best place in a warm and slightly cold place like California and Mexico. If you don't know. On Day 11 the Chrysalis did not hatch faster or slower. It usually stays outside more than inside
1	the population of monarch butterflies has severely gone down from 1996 to 2013
0	i think that if the temperature where to change the speed of the butterfly's growth then all the factors in the butterfly's life would change the speed of the butterfly growth and its life cycle i think maybe the winter could make them die so that why they go down to other areas such as Mexico and based on the data it says that the chrysalis was in 63 degree weather and that was the top degrees in this hole graph so that shows that the weather doesn't speed the life cycle of the monarch butterfly's.
0	I believe the claim is false because in my graph the temperature has shown increase from the year 1960.
0	I think its true because males and females are different just like a girl and boys are different and turtles need the right temperature to have baby turtles yes playa and surname is a place that I dont know it is very warm 80 degree of the sand is very warm for baby turtles baby turtles need the same temperature same of the two places have different temps turtles are baby the sand might be too hot or too cold turtles need the right place the also need the weather to be warm to go in the cold water because the water will be even more cold if there is not sun the water will be warm
0	the numbers ether drop or raise depending on the year
0	Because the temperature is higher.
1	Because some male temps are low that means that females are high temps. But some males are quite high in temps.
0	Because it is not straight line.
0	The temp goes up by a degree and then one year it will go down by a degree.
1	i think it is  true because in this story it said it was faster when it was warm and not when it was cold
1	I think false because, They been going down in the last few years. Also when it goes down also the year is too so this shows something to do with us! Thats why I think its False.
0	It is true because when I put the years from lowest to highest so that is why I think it is true.
0	I think that is partly true and partly false because overtime in 1960 the temperature was 84 degrees it did get hotter but it did call down sometime but gobble warming witch is making the weather warmer also it goes down and up so i guess it is kind of the same
0	because some butterfly's moved to other places in the world they did not just stay in one place.
0	I think it is because if its cold the butterfly might freeze and if they are warm they will have a longer lifespan and they migrate so if the to some place warm and the temperature changes they might die
0	it is going down then it goes up up up it decret ones then got even better
0	I think that the  sand tempechure WNT change whether  a sea turtle caches a boy or girl. Because i looked at the data table and saw that mostly  regardless of the  temechure ita an even chance.
1	I think this claim is true because when the temperature rises, there seem to be more females. between 84.20-85.19 it is kinda scattered but in general, it seems like the lower the temp. the more males, but the higher the temp. the more females. since this claim doesn't go into many specifics, I think we could say yes, the sand temperature affects the gender of the turtles.
1	well most females in the data are born in 85.50 degrees  or more and most males are born below 85.50 degrees. all but 2 females are bore in less 80.50 degrees. and there not 1 male is born in more that 80.50. so its not exactly true but it is party true
0	Because it is true
0	I think that the sand temperature in Rain Island has not been decreasing since 1960 because the temperature numbers have just kind of been scattered around after I organized the data by year.
0	it dose not mater.
1	Look at 1968, 83.75 degrees, and then look at 2016, 85.57 degrees the temperature goes higher not lower.
1	i believe that the sand can affect the gender some times because in the data that shows has the highest temperatures on top with the lowest on bottom and almost all of the high temps are female rather than male one of the highest temps is 88.08 and is female as well as 87.09, 86.97, 86.54, 86.26, those are the highest temps and they are all female the lowest temperature of the female in this test is 84.20 but most of the males is 83.31, 83.25, 82.45, 82.29, the highest of the males in this test is 85.19 quite low to the female turtles. I did say that this thought was partly true/partly false for these reasons
1	because in the hotter temperature the female eggs hatched
1	It hasn't stayed about the same because if you look at the amount of butterflies in 1996 is higher and the number just keeps going down and down over the years.
0	I think its false because male and female turtles were being born in 85 degrees.The same goes for 84 degrees.
0	Because when it's a girl the temperature is in the 80's and when its a boy the temperature is in the 80's too.
1	I think the claim is false because in 1960 the temperature was 84.66 on Rain island. Over 58 years it has increased and decreased but in 2018 it has gone up to 85.67.
0	because more butterfly's have grown sense 1993 so the population has grown and grown sense then
0	I know why it would be true, because Where it says claim two,  it says that its decreasing.
1	The population went down almost 900 million in only 17 years. The butterfly population went down 13 million in one year. Therefore, the population is going down rapidly!
0	Because the lowest amount of butterflies was in 2013 and their was 33.50 . In the middle is 2008 and their was 253.00. then the largest amount was in 1996 and their was 909.50 butterflies!
0	In my graph, the dots representing the number of butterflies are scattered all over the place, definitely not the same. This proves that the claim is false.
0	I think that this is partly true because at  first it is a egg and then it goes into the caterpillar for a long time then it will go into the chrysalis then the last thing of its cycle is it goes into the butterfly and then it will go to its place to migrate but the place will not be to cold or it will not be to worm  it will  be just right for the butterfly to live in the winter time.
0	I think this is false because number 27 is 2014 and 86 degrees and then we look at 1990 its also 86 degrees and then in 2016 its 85 degrees
1	I said what I said because of males where more cornix born in colder places
0	I think that this is false because when you are a caterpillar you are not inside of you egg or chrysalis. And it says that when the caterpillar is in their chrysalis then are outside of their chrysalis. So like they are not even in it.
0	The Sea turtles, male or female, are born at a temperature of 80 to 90 degrees F.
0	no they are not because other monarch butterfly are migrating there.
0	i'm not good with math
0	I think its False because its not the first one to be the lowest number
1	because its going down every year
0	because i feel like it is true and
0	When I sorted the graph by year, I realized that is g from 33.50 to 302.50!!! i think that the population of butter flies is just rising and falling. If the population is about the same how did it go from 33.50 to 302.50 in five years?! I completely disagree with the statement about the population.
0	the tempocher stead the same
0	every time in two years the temperature was in between 84-86
0	in 2013 there were 33.50 million and in 1996 there was 909.50 million and that is an 876 million difference.
1	the leather back turtles gender is of the heat the females are mostly hotter than the males. the two that i pointed to were a boy and a girl the girls 5 hotter than the boy
0	the population has moved around a lot because it has gone all the way from 33.50 to 909.50 and that is a big difference.
0	If it stayed about the same it would have been in the 30s but now it went from thirty three to 56.50 within a year.
0	because the butterfly make hundreds of more butterfly
0	australias nesting area is the most important nesting area so it cant be decreasing
0	The temperature of the sand in Rain Island, Australia has been decreasing since 1960.
1	I think this claim is true because the caterpillars that were in warmer places have already gone to chrysalis stage. where as the other ones are still in caterpillar stage.
0	I think it's false because in the data It looks like the population for monarch in Mexico is decreasing. In 1993 the population of monarch in Mexico was 311.50. I think it was increasing and now it is decreasing. The highest year on the data chart is 2017 the population is 124.00 in 2017.
0	I think that it's false, because there most likely  be a way for the sand does the turtles gender's.
1	I think this claim is false because if you look at the evidence you see that it has barely going up, and it has stayed in the 80's for most of the years.
0	it does not ladder about the weather. It just ladders what the turtle gave birth to in the eggs.
0	if the caterpillar is in the cold weather mean it is in a chrysalis it would slow it down the save its energy.
0	i think this because the temperature is going down and then going right back to the temperature it was at before.
0	its more worm down in mexico
0	because if the temperature change  will efeckit and it will not think it is clam.
0	latherback sea turtles are the biggest species. and they can get up to 2000 pounds but the green sea turtle can get up to 500 pounds an live up to 100 years old
0	BASE In HOMEAFOBIC AND I ATE TRANSEGENDER
0	It could be because of rain and the temp in the air around the sand that makes the sand colder. its defiant going down.
1	I think that it is true because when the temperature is higher there are mostly chrysalis and when it is colder there are more caterpillars.
1	Lots of the turtles that were raised in a cooler environment were males. A piece of evidence is from 80.60 to 83.85 are all males. The females are manly in the group with higher temperature. For example from 85.42 to 88.08 are all females.
0	so they know what they are doing
0	yes because i looked at the map type thing and if i'm right it shows the population of the monarch butterfly.the map gives me a good way of seeing the population and im going with that the population is the same now than it was.
0	i think that it is ministre but false
0	The temperatures of a monarch butterfly's can affect the life cycle because for example, the intense heat may interfere with butterfly's natural habitat and life cycle changes and can put heat on monarch butterfly's life cycle by shutting down their organs, or maybe slowing down the process of growing.
0	because more monarch butterfly's are coming in to Mexico
0	so the temp. helps but not to hot
0	I believe that the temperature can maybe change if it is a male or female, but I don't really know.  Some of the results say record that there were 4 males or females in a row at the same place with there temperatures would be different in different places, but they also show in some sections that they can be scattered (one female one day a male a different day). But on the other hand, a female lays there eggs all together in the same place under the sand so the temperature would be very close in the same hole and there are different genders in one hole.  So I think that it can be true or false.
0	The report dos not say it decreases.
1	The top of the Life Cycle Stage List where it is colder has all caterpillars and at the bottom of the list where it is hotter has a lot of chrysalis's I think that when it is warmer they go threw their stages faster and when it is colder they go threw their stages slower
1	why i believe that tempicher effects weather they are male or female because if you look on the cart most male eggs have lower tepicer and female has higher tempicher that is my reason why
1	When you sort the data from low to high,you can clearly see that the claim is partly true. On the lower side of the chart, it is only male but in the middle some of the temps. Run up to 85.19 address. Which was uncommon for the sex. With is why only part of the claim is true.
0	when you look at the graph, you can see it stayed about the same, other than a sudden spike in 1995 and 1996.
0	as you see the years to 1960 to 2016 the 1960 is at 84.56but the 2016 is at 85.57 so it is false
0	I think that the temperature faces the cycle us of the  temp difference of the caterpillar and the chrysalis
0	because mexico is a relay some stat. they wont be dead.
0	The sand temperature does not hove anything to do with if the leatherback being male or female.
0	The data shows that in 1996 the population of the Monarch butterfly was 909.50 and in 2013 the population is 33.50 which shows a gigantic difference through 1996-2013.
0	?
1	Well, when I sorted the data by temperature lowest to highest, I looked at the life cycle stages and first there were a chunk of caterpillar  and then chrysalis  then more caterpillars back and fourth. I think that if the claim was true then all the caterpillars would be together and all the chrysalis would be together.
0	If you put the temperature from lowest to highest and look at the male/  female called, the low temperature is female, and the male is in the high temperature.
1	I think this question is true because when the temperatures are getting warmer there are lots of chrysalis'. But when it is a little colder out there are mostly caterpillars.
0	I think it would be partly true and partly false because the temperature of the sand and rain   island , Australia UT In TxIN In PROBALEY WUL By RE
0	because the temperature is the same all the time or in the same range or temp.
1	on the chart, the temperature has gone not far down and pretty far up. i see that the temp has gone mostly up so it is not decreasing too much.
1	I think it is partly true party false. If you look at the claim it is (the sand temperature affects weather leatherback eggs hatch as male or female.) Then look at the chart male temperature is from 85.19 to 80.60. Then look at female the temperature is from 88.8 to 84.20 so to me it looks like that if there is a higher temperature then there is a female and a lower temperature for a male. But I only think it is partly true partly false because the temperatures 84 and 85 are both in range for them both.
1	I know the temperature of the monarch butterfly's habitat affects how quickly it goes through its life cycle stages is because when I sort the data by cold to hot and most of the hot temperature was the chrysalis meaning they do better in hot places
0	the temperature does not seem to affect the butterfly's life cycle.
0	I think it is partly true because butterfly can stay the same but not that long. I also know that mexico has alot of butterfly.
1	I think that it partially matters what temperature it is for a monarch butterfly to effect how fast it's life cycle goes because when i was looking at the data i noticed that if the temperature was over or at 60.48 then it was more likely to be in a chrysalis.
0	I believe that the claim is false because on the chart in 1960 the temp.was 84.56 and the other years have had a lower temp.And other years the temp. has been higher.
1	I think this claim is partly true because most of the the ones in the 60's are chrysalises and most of the 50's are not
0	I think it's partly true because it shows that inside they are mostly still chrysalis and outside its more of caterpillars
0	Different butterflies are at different stages and the temperature  has nothing to do with how fast the butterfly goes through the stages of its life.
0	if you look at 1,2,and 3 the first is female and the temperature is at 85.80 and then the second one is male the temperature for that one is 85.04 but if you look at the third its female but the temperature is 84.77 which is colder than the males
0	i dont now
0	i think it is true because if there cocoon is frozen then they can't be changing and there stages of becoming a butterfly.That's why i think the temperature matters in a butterfly's habitat.
0	I think it's true because, I think that when it's hot the chrysalis is more likely to be wanting to get out of the chrysalis. The butter fly could also be wanting to dry it's wings on the sun ( because it's hot.)
0	because the butterfly has to go places
0	it has been decreasing but not very fast.
0	because for some reason the heat makes the gender different and the turtles know this so they place their eggs in different places accordingly.
0	because
0	The temperature changes the gender because when they are first laid they sea turtles are are not formed. The sea turtles are really unidentified
1	I say that it is false because the weather is staying at the mid 85-88 and that means it is only getting warmer not colder
0	Because it shows inside and outside and two are both caterpillars but then also one is a chrysalis. That is the same tempachure so kinda true kinda false
0	It says the sand temperature affects whether leatherback eggs hatch as male or female, but scientists figure out when they hatched.
0	If you look at the chart the year 1960 is lowest but then it is increasing not decreasing so I think that claim 2 is false.
0	I think this claim is true because if the temp changes out side the sand changes.
1	The lower temperature they are in the caterpillar stage and in the higher temperature they are in a chrysalis stage.
0	its false because the count is going higher over the years.
0	it can tack longer for some butterfly's to go in to a chrysalis, then others.
1	I think this claim is true because whether sea turtles lay there eggs in the sand and the different temperatures that effect in there eggs shell could change there formation of themselves. To turn into to a male or female. Also I notice that the temperatures stay in the eighties maybe  that also has something to do with it. Males usually in Surname tend to stat around in under the 85's but females on the other hand stay above an 85 maybe that's a reason the come out male or female.
0	Because you have to know the butterfly's temperature if you are going to learn about them
